ID,Nombre,Equipo,Puntaje,Competencias
32658,mnbhgxdt,Rogue,6,12
2285,stlni,G2 Esports,60,31
8466,uekumhh,Hanwha Life Esports,85,31
24840,smgofb,Cloud9,56,12
48612,dtpb,MAD Lions,82,14
26000,vymejt,T1,31,44
36278,nybb,Immortals,5,6
10971,hfb,T1,3,21
14219,affe,100 Thieves,94,28
39736,ylfnqonu,Gen.G,30,2
15746,mrup,Cloud9,69,11
19731,yezwkoc,Cloud9,53,25
43899,uxl,MAD Lions,56,8
18451,zvxti,Damwon Gaming,38,42
27143,byk,Cloud9,63,11
46223,twsus,Sentinels,25,25
43502,epfehv,MAD Lions,87,41
49190,pfgflw,Immortals,97,27
40424,bifj,Fnatic,12,44
39874,evrcii,FlyQuest,6,9
25409,fkgqscug,Immortals,34,31
17836,ijpa,100 Thieves,81,42
1580,lurexx,Sentinels,80,12
24877,hsbtveoq,Sentinels,27,18
19099,ttnftegn,Fnatic,29,45
3777,axpl,T1,92,24
39459,tzg,Immortals,20,41
15559,eiq,MAD Lions,0,12
21921,pjkp,Rogue,41,30
5739,aix,Gen.G,89,15
21354,tsqo,Cloud9,87,3
41132,tbs,FlyQuest,37,42
15910,eineqdtn,T1,90,7
22332,btivvxpa,Immortals,97,17
36161,gxftdt,Immortals,60,19
41600,lzul,Cloud9,91,13
20985,ugmz,MAD Lions,47,24
28536,onk,Damwon Gaming,63,45
30997,xljl,G2 Esports,44,44
17097,nlkoogb,T1,17,41
20884,dzsp,Immortals,19,35
17291,bcbyvc,100 Thieves,84,25
37385,ymbkok,FlyQuest,56,45
5234,smcchnk,G2 Esports,62,28
45279,puxsnsv,MAD Lions,69,7
47244,lmolwiy,Sentinels,59,12
45560,olcemnv,Damwon Gaming,53,27
41713,emudit,Immortals,46,13
16147,fbvvewc,Damwon Gaming,18,37
37893,cxiorrb,MAD Lions,93,32
5850,hcy,Fnatic,56,21
43782,ntkcfcwn,Damwon Gaming,78,28
17741,qpfuy,T1,44,27
37170,rraxcp,Damwon Gaming,72,42
35798,xtcfa,T1,89,33
2668,ufohlr,Rogue,70,24
45907,elci,Gen.G,24,35
46057,twnl,FlyQuest,91,37
30445,hki,FlyQuest,3,31
23590,iabczvlg,Rogue,83,14
36581,dxto,Fnatic,31,38
38547,veklcxzv,Cloud9,69,41
10665,fxpm,Damwon Gaming,29,13
2418,obm,Damwon Gaming,7,23
16194,alvh,MAD Lions,2,44
27875,zhzaxps,MAD Lions,84,35
25196,jykxxz,Gen.G,27,7
35646,maybi,Fnatic,65,40
44556,brwpev,T1,95,25
9055,pbwnihp,Sentinels,24,5
35807,tvciatl,Fnatic,25,44
41975,rddkja,MAD Lions,32,23
45156,axwoh,Immortals,28,24
19581,hfwllavz,Sentinels,95,3
37577,epyu,G2 Esports,13,33
30524,fkdkf,T1,88,27
48813,xndfdrko,G2 Esports,14,1
18610,cvjqhj,Damwon Gaming,96,6
28249,xse,Rogue,13,8
36474,wxkrjuqz,Cloud9,50,38
9102,okpv,G2 Esports,50,38
19228,jujdlmyl,MAD Lions,23,32
40940,tdjjx,Fnatic,86,17
22382,kuqe,100 Thieves,64,27
18712,kxhyr,Gen.G,15,39
37350,uftbbl,G2 Esports,39,34
6900,hmwats,Sentinels,67,29
11497,hzxn,MAD Lions,22,11
30842,ldwxocga,Gen.G,60,9
34199,zefprea,Fnatic,29,31
46162,zmrimzbn,G2 Esports,2,44
6692,vldrm,Cloud9,9,15
48010,whz,Immortals,78,16
21715,zcde,Sentinels,16,19
39234,ffcyvj,Gen.G,26,5
36596,bdkz,Immortals,37,3
36560,fcrco,Gen.G,58,3
12317,kfma,FlyQuest,87,19
11764,bxbx,G2 Esports,96,34
43087,maksh,100 Thieves,53,38
46621,fheosh,100 Thieves,96,26
33748,cruwmix,FlyQuest,66,1
15646,wjozd,Cloud9,22,11
40011,namcen,Sentinels,56,21
48406,rccydlm,Cloud9,32,28
8773,argfzdk,Cloud9,64,7
10198,nhhnr,Fnatic,47,29
42273,hijvhnct,Sentinels,29,3
49662,jjdolhbv,MAD Lions,71,9
46063,xoksmwwt,Rogue,71,2
37265,coxp,T1,20,19
15146,bmonjruc,Damwon Gaming,83,31
47629,dpkdczwd,100 Thieves,11,27
11763,tmww,Fnatic,3,22
31899,bzmpa,100 Thieves,46,12
24137,omlctdpf,Immortals,56,24
7233,ibjlh,100 Thieves,53,35
34727,tisth,MAD Lions,95,6
48638,asljim,Gen.G,84,13
37452,bos,FlyQuest,26,32
39143,nzg,MAD Lions,75,35
44254,wayho,Rogue,14,7
37125,kkkrqlbp,Gen.G,73,24
48920,iblpudkd,MAD Lions,13,32
1043,oio,FlyQuest,4,29
19170,fbklc,Immortals,71,44
15064,wtxvcqw,Sentinels,58,39
48622,fhzuff,T1,57,40
24084,wjafgh,100 Thieves,50,4
2930,zczaif,Cloud9,94,12
7345,gsca,Fnatic,0,38
40996,noyy,T1,91,12
18572,yhcxc,G2 Esports,89,11
6539,ufzxskk,G2 Esports,4,28
16726,nmodnfpa,Gen.G,48,12
46872,xaz,Hanwha Life Esports,87,9
5795,sxxy,Hanwha Life Esports,100,18
14345,qdfhb,Damwon Gaming,27,38
11092,gigcvjy,Cloud9,88,35
46292,qvstrji,100 Thieves,70,13
21802,haiksh,Hanwha Life Esports,71,36
7314,fuy,FlyQuest,13,27
36239,dejkiwr,MAD Lions,11,7
42795,pbpkofp,Sentinels,57,25
18677,ivisfnxq,Rogue,40,23
42972,nfhw,Cloud9,25,31
23554,gfpj,FlyQuest,22,39
40536,bavhtu,Rogue,16,20
46842,iwztyv,G2 Esports,48,11
33109,blw,Gen.G,16,45
24734,wncfn,Cloud9,22,40
2552,uzrglz,Hanwha Life Esports,27,29
34457,usoop,100 Thieves,50,10
15511,aty,T1,35,4
43820,ixx,Fnatic,98,22
30368,qgxh,Fnatic,77,11
49267,jhfzotjy,100 Thieves,24,37
7137,hgtjwlvs,Fnatic,60,17
11837,qduiulyz,T1,72,41
30244,lbaiuel,T1,90,27
38479,ndudr,G2 Esports,64,1
31264,sbfyg,G2 Esports,0,15
9310,bcf,G2 Esports,53,37
39372,lfmrgcwl,Immortals,43,7
32578,tceend,Sentinels,65,35
15300,sjj,Rogue,22,5
25570,qsicywz,T1,86,44
45366,vevjcv,Immortals,2,15
2027,hze,Hanwha Life Esports,92,43
31075,rmyuz,Damwon Gaming,99,21
38086,wsiy,T1,73,2
15039,vwh,Gen.G,25,16
34113,mzl,Rogue,12,16
1883,pmnabxd,T1,2,22
32280,odv,G2 Esports,71,9
36893,ksoyabf,G2 Esports,26,42
27033,urp,Gen.G,59,3
48143,xzmw,G2 Esports,19,25
4694,uazksb,100 Thieves,35,7
25787,rmphfxu,Rogue,47,27
43261,wyxxmbb,G2 Esports,60,41
36364,rnmvhvgr,Fnatic,46,19
24683,kqr,Hanwha Life Esports,96,6
26177,vqmhp,Sentinels,24,15
43568,tiuan,Gen.G,30,22
2411,slwiqlo,T1,63,15
41121,rqcapd,Immortals,92,41
36448,dfbv,Cloud9,50,16
7780,jwezxsr,Gen.G,65,44
41442,ipht,Immortals,54,3
3537,mxpyuqrz,Hanwha Life Esports,72,38
44514,swrhkyo,Damwon Gaming,34,42
39055,eyf,Fnatic,33,9
18869,xieuhlzf,FlyQuest,54,13
18723,rhzsiu,FlyQuest,51,9
40114,nrfxlxx,Gen.G,59,22
25021,mzey,Immortals,42,41
45364,zxyzrkz,FlyQuest,66,13
4534,ljfawo,Rogue,41,4
8361,friclz,FlyQuest,96,31
26420,ufixmkfw,Gen.G,11,1
4246,dzwyd,Immortals,75,5
26941,eymzes,MAD Lions,37,30
34372,fvwoskft,T1,8,38
49538,wlsko,Immortals,16,3
39511,fojvjy,Cloud9,77,39
48464,haqvnbpu,FlyQuest,11,36
3354,zqq,Damwon Gaming,25,5
13217,arztqnqj,Damwon Gaming,58,32
28002,kjx,Hanwha Life Esports,47,27
40817,dnuvng,Rogue,91,43
42077,lqcst,100 Thieves,35,15
44380,mjz,G2 Esports,84,10
42214,gpah,MAD Lions,39,6
13300,misttbu,FlyQuest,100,43
38370,ylzopi,Fnatic,83,16
20438,amlbgyp,Hanwha Life Esports,57,7
32548,damrl,Fnatic,48,38
5007,juogqym,Cloud9,86,14
19816,pyqvnn,Damwon Gaming,11,22
19037,dwlcaqvv,Hanwha Life Esports,66,32
5121,ojdlyke,Rogue,19,40
12308,rqmvz,Damwon Gaming,23,19
23967,sqqetoqv,100 Thieves,63,19
128,drkgdqqy,Sentinels,35,10
42934,pelmbywn,FlyQuest,10,11
38596,xkcmh,Rogue,38,8
1903,tsugwusq,Gen.G,72,27
11843,emq,Sentinels,40,31
19340,jcbyxn,Sentinels,100,4
26309,jfpklwy,FlyQuest,99,39
49079,bhbhckgm,Sentinels,12,9
6903,vwe,Damwon Gaming,69,27
21082,acmdsq,Hanwha Life Esports,41,19
14059,rfu,Gen.G,32,17
48765,qbk,FlyQuest,10,4
6737,qcoefbq,Cloud9,37,43
46003,wrgxdbl,Rogue,1,29
9973,ucpfbnk,FlyQuest,92,27
25358,qzdj,100 Thieves,62,38
38355,qsj,Cloud9,63,18
10578,wusliz,Fnatic,6,17
37595,yquhfs,100 Thieves,50,17
1063,helyhj,Gen.G,4,19
11296,wfvhqe,Damwon Gaming,93,26
46723,dyslany,G2 Esports,23,7
10085,elhv,Cloud9,44,7
30429,ebx,Rogue,9,10
32541,ydvnufu,MAD Lions,94,42
40458,obluxrt,100 Thieves,67,21
24200,crql,G2 Esports,33,21
12742,fpihen,Damwon Gaming,15,32
29866,aqeqnsb,100 Thieves,69,2
7993,jxz,FlyQuest,40,38
43758,oyxfyho,100 Thieves,1,32
17824,qblv,Rogue,4,43
32660,eip,T1,49,22
38277,nct,Fnatic,78,40
7749,wqtstkzq,Gen.G,31,4
15242,dfnztnwy,Damwon Gaming,66,34
37748,qfoyyjn,Rogue,21,29
48732,ijobbrc,Cloud9,49,11
29606,vkjbd,Immortals,90,41
24766,ztfrxyt,G2 Esports,60,37
46769,qzntqd,MAD Lions,98,38
2823,glvibvua,Fnatic,86,44
49925,wkvcss,100 Thieves,78,39
39116,gwoouvqe,MAD Lions,57,20
28154,qdeapjqp,Immortals,34,21
24538,mer,Fnatic,49,20
39014,tvufcc,100 Thieves,78,31
13960,eeg,Sentinels,54,43
42730,ybgsl,100 Thieves,46,30
42313,zdhdgq,G2 Esports,36,8
30081,soyuup,Cloud9,34,29
29308,wqfirz,Damwon Gaming,93,22
6200,ywmer,G2 Esports,5,6
42539,tnimbm,MAD Lions,43,43
49641,ecyqee,MAD Lions,83,20
40440,mmtmgg,Rogue,6,16
20734,rolxkyp,Hanwha Life Esports,47,26
37175,wceccivr,T1,28,7
40395,skhi,Fnatic,27,10
7900,nwo,Immortals,3,14
39305,iufs,FlyQuest,43,45
33301,dztrex,Gen.G,38,8
9864,sdolntr,100 Thieves,24,44
8659,aokzfi,T1,82,40
38079,ififcl,FlyQuest,83,16
25309,eexlglx,Immortals,26,33
45288,aszkrp,Damwon Gaming,69,40
23875,bmgbwv,Gen.G,18,6
46902,haisc,100 Thieves,86,17
41285,rqyc,Sentinels,91,12
49248,bejki,MAD Lions,98,1
45170,bmxac,Immortals,52,37
23856,bphejana,Fnatic,2,38
1305,vavrjt,T1,38,41
23436,kotlzxl,Rogue,3,7
695,hwthbq,FlyQuest,80,23
36359,vkbv,100 Thieves,98,13
21056,ozwpgc,MAD Lions,82,8
30914,oxbmdn,Damwon Gaming,41,2
16317,ztt,MAD Lions,70,9
49194,tgwgu,Gen.G,95,29
42579,bcut,Hanwha Life Esports,67,25
35097,ybqyn,Hanwha Life Esports,64,31
15357,povxj,Cloud9,54,36
7788,ldkmtwd,Rogue,72,30
9748,kknonjj,Gen.G,34,18
43448,nafnds,100 Thieves,60,40
6070,xvt,Immortals,8,25
25087,kempevru,Rogue,95,38
40216,xqmhqcl,FlyQuest,65,43
15833,rzmgu,Sentinels,14,18
2047,ajonyedn,Immortals,54,29
25549,bcgwt,Damwon Gaming,80,19
38827,lbltuey,Sentinels,35,33
10250,ofdmso,100 Thieves,22,41
49874,jph,G2 Esports,27,12
3464,meqrdb,T1,44,8
9058,nmlc,Immortals,66,42
4223,qydo,Hanwha Life Esports,61,28
9271,fsam,T1,54,16
35664,jkzuuoiw,FlyQuest,57,27
9822,pqxzrep,FlyQuest,56,27
45267,szcwkoao,Cloud9,77,40
28124,ghk,Gen.G,0,3
20851,gfzfvy,Hanwha Life Esports,99,45
43371,euilu,Hanwha Life Esports,26,10
32115,odnrl,Gen.G,50,26
11238,fvxe,100 Thieves,64,32
32214,pcqtswnk,Immortals,11,10
27158,ulp,Sentinels,10,30
1806,pja,Gen.G,97,40
13437,aqxm,G2 Esports,87,38
28442,akaykyc,Immortals,23,6
47946,ajjedra,T1,8,41
2854,qdnyf,Gen.G,27,6
38540,axyzpq,Sentinels,76,40
36499,ofprj,Cloud9,25,15
6214,lhwgo,Damwon Gaming,51,32
15811,fdi,T1,40,12
116,hxd,Immortals,18,33
6395,zqswr,FlyQuest,4,11
37341,pec,G2 Esports,0,8
2912,rxrl,Damwon Gaming,32,21
19182,wmf,T1,13,29
7463,hehjjft,Rogue,65,6
1871,guhbom,G2 Esports,1,11
42736,npypg,Sentinels,3,28
23338,uyxokb,100 Thieves,24,29
39319,ivx,Fnatic,73,21
27596,pysk,Cloud9,50,29
17009,hnxvwt,G2 Esports,41,31
22305,viclzgqk,Sentinels,10,30
28075,yvovxpbf,Hanwha Life Esports,43,10
25839,grduc,MAD Lions,91,13
29657,ixuvpz,MAD Lions,29,36
27894,fwurkns,Hanwha Life Esports,84,17
48629,xtfkxi,T1,45,7
40802,riudygq,Cloud9,51,21
39265,zoi,FlyQuest,5,13
17955,fsb,FlyQuest,82,24
733,zcu,Gen.G,96,14
28670,gxuoxm,Immortals,60,34
45565,pjjproad,Cloud9,36,24
43173,njg,Immortals,42,38
7069,yjwi,Immortals,73,20
38745,dug,G2 Esports,54,4
45791,ybwn,Damwon Gaming,51,13
20231,hkfbq,Immortals,100,27
25118,hgwt,Cloud9,74,34
27373,fgciu,Gen.G,35,2
43593,bzu,Rogue,8,8
14680,bbv,Damwon Gaming,61,1
49398,lsqzbng,Hanwha Life Esports,12,35
12283,pde,Gen.G,2,22
42503,yxfhxxih,MAD Lions,68,45
39274,wwasdezx,Sentinels,48,11
41278,bjhlj,Sentinels,98,5
46669,gastuvsf,100 Thieves,81,43
34939,zzu,T1,63,13
38457,yyo,Damwon Gaming,82,20
41173,hsmy,T1,78,26
33785,ynkvrh,Sentinels,62,31
36455,gfmmf,Sentinels,33,26
28235,qpzcgge,FlyQuest,27,23
35842,ydggvhlq,FlyQuest,32,39
17147,bfathp,Cloud9,100,8
7316,rzh,Immortals,97,1
21782,aup,Rogue,33,6
35597,vjmu,Gen.G,98,1
24465,gmmvunz,FlyQuest,8,32
4208,cvvxzln,Hanwha Life Esports,10,31
8396,iqkl,Damwon Gaming,20,27
15645,rgpwylu,Fnatic,62,23
33442,cdpdjg,G2 Esports,1,38
46247,ffv,Damwon Gaming,67,27
2829,tmic,Fnatic,28,9
44630,wly,MAD Lions,94,14
41248,rivojq,Rogue,12,22
5638,ukkaeb,Damwon Gaming,85,7
48305,dmlek,Sentinels,56,29
14653,knolkvjv,Gen.G,22,33
16226,cgol,Hanwha Life Esports,0,16
13276,aojy,Sentinels,83,28
41587,gspnr,Gen.G,31,37
49254,prnqpxd,100 Thieves,51,26
14221,ujzxtzfk,FlyQuest,85,2
41691,jowpo,Damwon Gaming,2,42
7217,ucxpmw,Hanwha Life Esports,98,43
4894,njtxkao,Cloud9,38,20
8520,oizd,T1,8,4
21896,uvff,G2 Esports,93,14
33226,avvwi,MAD Lions,13,21
22783,twhocv,G2 Esports,88,4
33456,aoc,Damwon Gaming,42,37
29344,mhqtqa,Hanwha Life Esports,35,34
2943,hyj,Hanwha Life Esports,77,40
48678,bpquc,FlyQuest,98,36
29083,slkehqth,FlyQuest,52,8
5200,vzigexqi,MAD Lions,56,12
4847,jptbcki,Immortals,90,17
37131,apdny,Damwon Gaming,21,43
49946,ilujwa,Cloud9,23,30
36022,fbwkmfys,Sentinels,36,36
46303,dobkxdi,Cloud9,3,15
1733,que,Cloud9,13,11
9391,jbaiyj,MAD Lions,97,15
22412,gyardfxe,Cloud9,34,24
21033,xvoevfcv,T1,79,2
14404,ulp,Hanwha Life Esports,99,26
14393,tvulhvzf,Damwon Gaming,3,31
22883,gvwytvwi,MAD Lions,55,34
5185,ybbhbdh,Rogue,89,45
25931,mvp,100 Thieves,33,39
5398,pcze,MAD Lions,17,14
31252,hlkx,Rogue,72,2
11292,deh,Cloud9,97,7
22544,wtp,Immortals,1,29
32093,lnm,Damwon Gaming,82,40
14230,ugbbnjs,FlyQuest,26,21
6710,uuurkif,Damwon Gaming,41,28
13244,rmw,100 Thieves,61,44
10721,izp,MAD Lions,24,28
20344,tijioj,Cloud9,10,42
48318,hlj,G2 Esports,89,21
885,ifi,Cloud9,16,9
3369,qjxwuyf,Sentinels,97,11
25077,qussav,Immortals,57,39
29610,jacfbq,Cloud9,89,35
28542,rglofs,Cloud9,99,3
9553,jua,FlyQuest,86,17
28807,fisp,Fnatic,98,39
37081,nnvv,Immortals,4,17
28342,nvxyfibm,Rogue,89,19
43598,qgb,G2 Esports,100,43
13444,muugr,Cloud9,26,43
24089,kkq,G2 Esports,74,39
12228,wjz,MAD Lions,30,25
49393,imzrst,FlyQuest,100,29
20593,ufdghkpa,100 Thieves,74,9
24796,jzwa,Sentinels,20,39
6358,voale,FlyQuest,26,4
3678,yxptvl,G2 Esports,39,42
36655,xthizhys,Cloud9,23,1
8633,ctjufw,MAD Lions,37,8
27855,gtcvfg,Immortals,36,14
28874,ltmgge,Hanwha Life Esports,71,10
33224,riiny,Rogue,99,44
12898,szzoaruu,G2 Esports,17,21
18019,igsb,Damwon Gaming,23,29
14353,wktp,Sentinels,35,3
37548,gjhbvwjn,Damwon Gaming,36,31
16509,opzl,G2 Esports,38,28
49807,albtbwa,Immortals,62,13
32289,hccktokg,Rogue,70,37
41806,ovd,Rogue,77,16
49160,jedup,Damwon Gaming,44,42
35328,kgr,Hanwha Life Esports,18,40
11718,qgcutr,Immortals,13,33
42179,zafptq,100 Thieves,73,17
17364,hdgkxbhs,MAD Lions,71,12
43735,brzbxex,Cloud9,79,36
37102,qmdb,Rogue,46,7
2525,qbssdwb,Damwon Gaming,80,31
506,jhcejr,Rogue,2,25
29291,zafxnfr,Immortals,16,2
8789,cmge,100 Thieves,51,31
46287,oimovyvx,MAD Lions,10,33
28304,oklmz,MAD Lions,69,13
23915,nfitjd,MAD Lions,17,17
5520,fqajydth,T1,69,37
33444,ccx,T1,17,28
30721,mghwhubw,Fnatic,53,6
28388,chwiqbrp,Sentinels,87,7
21959,vqzmopuy,MAD Lions,14,25
16187,qfv,Gen.G,81,4
8876,pkenxs,Hanwha Life Esports,78,32
12180,dbkxv,Rogue,69,41
45391,panxxxm,Gen.G,86,39
38625,iedmq,Immortals,21,45
42549,fluiqsva,G2 Esports,84,2
6696,blkk,Gen.G,85,5
10279,ibeb,Rogue,69,15
8058,ycgxqhm,Damwon Gaming,78,1
38819,nqcixs,G2 Esports,50,31
39698,bqgevvb,Immortals,52,38
24801,awepjz,G2 Esports,66,10
17700,iqnzvoy,T1,30,20
34567,orey,FlyQuest,88,41
32332,ejhx,MAD Lions,92,9
30442,dglbh,MAD Lions,79,24
33166,qtbgc,Hanwha Life Esports,83,31
27407,xhi,Sentinels,81,13
3914,goifxx,100 Thieves,26,35
3712,hrhnf,100 Thieves,70,2
5282,weqta,Gen.G,56,1
26725,rxgw,Sentinels,18,32
1507,sudgbw,Sentinels,87,25
49239,tvqjw,Gen.G,55,12
46910,jtkjonhv,Gen.G,85,13
17765,mtck,Rogue,39,9
40966,rppgcjn,FlyQuest,48,18
25132,ozww,Immortals,12,2
20809,ckeuj,Rogue,22,17
25184,cextr,Sentinels,66,15
48450,puu,Gen.G,98,21
12582,rlvaid,Fnatic,32,18
2820,jzhe,MAD Lions,35,1
42030,vqceccvs,FlyQuest,54,2
8883,rabybujs,Fnatic,75,15
4439,jaequwjh,T1,29,25
28478,iypshc,Fnatic,11,35
2568,tkklg,Rogue,45,3
23016,lmkkcmvm,Fnatic,0,5
19260,ehlwaaqt,Rogue,78,4
37435,scujelk,Hanwha Life Esports,68,22
13945,xcvy,Fnatic,28,22
6958,dab,100 Thieves,11,30
3990,xrw,Fnatic,31,17
32539,uhrsnvp,Damwon Gaming,24,5
38263,jmrmim,G2 Esports,90,45
3917,pomm,100 Thieves,31,24
9599,wtxr,Fnatic,99,39
7111,xrvxrkup,Damwon Gaming,41,6
31423,viodgmhm,T1,18,26
21461,wyco,Fnatic,4,32
37767,etnb,T1,46,28
8624,gmgqua,FlyQuest,84,5
8268,gjvwye,T1,66,24
4080,ipiy,Sentinels,61,12
40228,ulcjrhol,Cloud9,60,15
28741,zrw,Hanwha Life Esports,52,6
32888,vmziy,T1,68,31
26449,bgkr,G2 Esports,18,19
5732,eicuevr,Hanwha Life Esports,91,10
35803,fbvowazx,Damwon Gaming,79,42
7977,auzthjn,Gen.G,25,22
39673,javt,MAD Lions,43,27
14112,qtxbrlzg,Gen.G,19,22
21469,owyygec,Cloud9,29,5
10256,mhai,MAD Lions,88,3
6765,inrlux,T1,2,39
29474,jdriossj,Cloud9,15,25
14640,brtkrlsc,Rogue,59,45
45639,rihwk,Hanwha Life Esports,59,9
7210,leuc,G2 Esports,10,22
33941,fteoxw,Hanwha Life Esports,36,31
41616,ecufb,Rogue,49,3
5216,mtwd,Damwon Gaming,37,11
1610,bugdag,Damwon Gaming,22,38
23379,fvegsed,FlyQuest,17,4
30529,ojqxol,Fnatic,98,15
28274,iinkix,Hanwha Life Esports,32,10
29006,srevv,100 Thieves,97,18
14078,uarhz,Damwon Gaming,46,22
17125,kxtcedg,T1,27,35
7627,atel,Sentinels,64,16
424,ycbb,T1,8,35
7000,takygmot,T1,90,5
25781,qztimdan,Immortals,100,27
12212,fwyn,MAD Lions,98,23
42371,lym,Hanwha Life Esports,52,5
33906,jfohsugi,Immortals,67,18
36617,grekxs,MAD Lions,73,25
27250,eeyrsn,G2 Esports,60,40
23717,guvgdf,Rogue,30,17
30655,cjok,FlyQuest,50,32
22010,wzukmbm,MAD Lions,33,7
22718,attsjbaf,Gen.G,54,38
24892,vqjptlpn,100 Thieves,61,20
26125,alrwhk,T1,36,19
19629,qodiz,Rogue,68,33
34081,trp,FlyQuest,88,44
20578,eqdskyhp,Cloud9,17,15
49290,jnfqaibb,T1,20,38
134,atcvvq,Hanwha Life Esports,27,43
33187,rsit,FlyQuest,72,39
38938,yxvmj,G2 Esports,25,43
12515,sqlatem,FlyQuest,47,24
25179,yxhapx,Hanwha Life Esports,13,27
14389,gxs,T1,24,5
34690,khzbpf,Rogue,54,35
3707,deqjcave,Sentinels,7,45
35010,ruhcoeyo,Hanwha Life Esports,8,34
40079,gzhevywo,Rogue,78,29
38993,wailp,Immortals,45,3
13939,arxtxx,Fnatic,40,14
20166,vhypduk,100 Thieves,41,18
16269,iegttxy,Cloud9,42,12
35753,fvuijgn,Sentinels,59,30
24811,zbdk,Sentinels,27,25
32478,fpgue,Sentinels,6,41
5236,brrjhjsw,Immortals,90,40
169,gbupkss,FlyQuest,47,6
46898,fwxzt,Fnatic,54,25
19612,ldwxcmf,Immortals,81,8
7084,pjzqztqs,Fnatic,30,12
39597,mdmfi,Sentinels,31,42
14329,zpazeq,Sentinels,40,23
36406,vwhskvv,Sentinels,35,32
26689,tmitekw,Immortals,58,26
41183,xyu,Rogue,2,39
6284,omww,G2 Esports,99,7
42003,dkpihmf,FlyQuest,26,30
38740,rnanrr,G2 Esports,70,5
15622,uub,Damwon Gaming,90,16
45977,dlgobdlg,Damwon Gaming,21,36
48337,svblz,Fnatic,4,7
48927,oasqs,Rogue,90,18
6112,tvtyvwu,Gen.G,58,23
45494,swec,Gen.G,31,5
42034,wcokwo,T1,78,30
26558,xisa,MAD Lions,8,1
13583,sllr,Gen.G,15,3
49129,thvgpqn,Hanwha Life Esports,86,21
29956,yrm,Immortals,56,6
10980,rfna,Immortals,99,13
34565,ugkd,Gen.G,53,21
13808,udky,Fnatic,41,3
3415,ewyonfzo,G2 Esports,63,16
40549,dhpma,Rogue,51,31
16401,octiz,Damwon Gaming,55,33
39457,ozzg,FlyQuest,60,32
17713,jyvsd,T1,92,35
18548,lmdz,MAD Lions,45,22
27617,skptjly,Sentinels,15,1
48696,hboln,Hanwha Life Esports,46,13
44698,mqeynvv,G2 Esports,98,45
25525,qajmtvy,Cloud9,16,29
19238,hyfqcmu,Rogue,19,32
29607,rgmtwb,Damwon Gaming,60,9
5061,gwzcsbm,G2 Esports,24,13
42305,bmmi,100 Thieves,52,16
25293,aemcwut,Cloud9,19,27
13986,kacqdc,MAD Lions,88,19
49494,wcyzqezq,Rogue,68,18
32176,qbbaajmh,Damwon Gaming,2,37
2357,xtpsaqq,MAD Lions,82,5
44230,elub,Cloud9,7,21
33916,spc,MAD Lions,61,20
42224,ibru,Damwon Gaming,100,33
8653,vxgwykmo,Gen.G,51,22
31430,jmopnfz,T1,56,42
38782,nwrtsd,Damwon Gaming,65,22
49008,pksxdkjf,Sentinels,11,2
9909,nxaliew,Cloud9,12,13
22802,psdf,Hanwha Life Esports,3,41
17607,ysjafmj,Sentinels,18,43
1357,otrgmdqb,Rogue,2,19
20012,bbch,Cloud9,0,31
40120,bkg,Sentinels,69,12
34970,cxawb,G2 Esports,23,38
27429,lshfgb,Fnatic,0,9
44442,qsl,Sentinels,67,23
39227,fakzsn,Rogue,96,6
18256,sct,Immortals,100,2
31965,daaa,Immortals,82,15
33543,zmbqwp,Sentinels,56,10
18419,aww,Cloud9,2,36
41364,lypg,Sentinels,90,22
33300,quqkrus,Gen.G,59,13
41389,gfw,Damwon Gaming,33,43
44965,guch,Hanwha Life Esports,70,23
31173,jceglkdb,Rogue,63,43
5286,uqyrcdcn,G2 Esports,8,30
7135,buf,MAD Lions,76,14
14436,gvwj,Cloud9,13,9
32800,jyre,Gen.G,25,5
12778,gcd,G2 Esports,28,4
9449,kecmof,Sentinels,34,2
22727,ypftmxx,Immortals,30,37
31558,yekkmc,Fnatic,91,35
30322,skh,MAD Lions,16,31
23112,toqx,FlyQuest,48,9
45554,caend,T1,31,8
10718,xmxfjdko,Gen.G,83,37
23376,zveh,Hanwha Life Esports,65,8
44270,pyb,T1,47,44
27465,mpwesqnr,Fnatic,28,16
32622,yil,Damwon Gaming,10,36
496,sfh,Hanwha Life Esports,3,31
34313,nfdu,FlyQuest,41,21
44465,zvvavga,Fnatic,88,26
35299,ayigop,Gen.G,62,12
36251,pujlg,Cloud9,16,43
4797,xarea,G2 Esports,5,24
38246,zemkn,G2 Esports,33,17
7418,hheiow,Sentinels,68,8
42815,ipse,Hanwha Life Esports,37,37
21161,flsotf,Cloud9,51,24
9916,arhukhi,Damwon Gaming,3,3
2310,sqq,Immortals,51,41
10898,nejtu,Sentinels,38,30
41429,zoefkbfa,100 Thieves,25,33
9106,zvocu,Immortals,73,9
31487,fuku,Damwon Gaming,12,5
26075,akyos,Hanwha Life Esports,77,19
25302,pzpafh,Rogue,86,34
27877,ovrt,Immortals,38,32
30365,arjuajig,Cloud9,30,9
14302,nngedej,Gen.G,31,43
5417,teafjevm,Cloud9,21,33
42492,enfts,G2 Esports,61,5
11138,zkcuvvq,Damwon Gaming,9,45
18487,jvq,Cloud9,76,2
32525,ebmby,T1,87,13
12287,churcpbr,Immortals,61,42
20234,ltzmdjte,Damwon Gaming,61,33
21693,vxlgvtx,Immortals,6,24
35849,dyygf,Damwon Gaming,47,9
